,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,予想タイム差,着差平均_condision,勝率_condision,上り差平均,着差平均_speed,勝率_speed,着差平均,上り平均,着順平均,タイム計算平均,種牡馬成績,母父成績
59,59,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,5,5,327.7,12,8,北村宏司,56,芝1800,良,**,1:48.4,0.8,**,1-3-3,37.4-33.8,34.2,498(-8),,,エフフォーリア,,8,-0.1649331352149943,0.9833333333333334,0.6285714285714286,-0.7708000000000013,0.9833333333333334,0.6285714285714286,0.9666666666666667,35.56666666666667,5.333333333333333,,,
60,60,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,6,8,5.6,3,9,戸崎圭太,54,芝1800,良,**,1:48.5,0.9,**,9-8-8,37.4-33.8,33.9,422(+4),,,エフフォーリア,,9,-1.7869085451977167,-0.3,1.0,0.8207999999999984,-0.3,1.0,-0.6,33.4,1.0,,100.0,
61,61,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,7,10,303.9,11,10,大野拓弥,56,芝1800,良,**,1:48.5,0.9,**,4-1-1,37.4-33.8,34.7,432(-4),,,エフフォーリア,,10,-2.3540727902950005,0.3125,0.6363636363636364,0.36979545454545004,0.3125,0.6363636363636364,0.25,35.575,4.0,,,
62,62,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,1,1,8.9,5,11,石橋脩,56,芝1800,良,**,1:48.6,1.0,**,4-5-6,37.4-33.8,34.1,462(-4),,,エフフォーリア,,11,-0.3810771470160005,-0.05,1.0,0.33840000000000003,-0.05,1.0,-0.1,35.1,1.0,,,
63,63,2021/02/14,1東京6,晴,11,共同通信杯(G3),,12,5,6,79.3,10,12,丸山元気,56,芝1800,良,**,1:48.8,1.2,**,2-2-2,37.4-33.8,34.9,500(+2),,,エフフォーリア,,12,1.4042445551188807,0.42500000000000004,0.7368421052631579,0.25760000000000005,0.42500000000000004,0.7368421052631579,0.30000000000000004,35.45,3.5,,,
64,64,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,3.0,3,1.7,1,1,川田将雅,55,芝1800,良,**,1:47.5,-0.2,**,3-3-3,35.8-34.3,33.5,520(+24),,,(タイトルホルダー),3335.0,1,,-0.25,1.0,,-0.25,1.0,-0.5,34.7,1.0,,,
65,65,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,2.0,2,16.6,5,2,戸崎圭太,55.0,芝1800,良,**,1:47.7,0.2,**,1-2-2,35.8-34.3,33.9,470(-2),,,ダノンザキッド,1310.0,2,0.6189228529839993,-0.1,1.0,-0.4615999999999971,-0.1,1.0,-0.2,35.9,,,,
66,66,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,8.0,10,8.8,3,3,武豊,55,芝1800,良,**,1:47.8,0.3,**,6-7-6,35.8-34.3,33.6,428(-10),,,ダノンザキッド,835.0,3,-1.389848484848006,0.025,0.9473684210526315,1.0219999999999985,0.025,0.9473684210526315,0.0,34.1,,,,
67,67,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,6.0,6,26.9,6,4,田辺裕信,55,芝1800,良,**,1:47.9,0.4,**,7-9-8,35.8-34.3,33.6,472(+4),,,ダノンザキッド,500.0,4,1.7044660194170087,0.45,0.8421052631578947,1.2952000000000012,0.45,0.8421052631578947,0.45,34.8,2.5,,,
68,68,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,7.0,7,30.8,7,5,横山典弘,55,芝1800,良,**,1:48.1,0.6,**,9-4-6,35.8-34.3,34.0,460(0),,,ダノンザキッド,330.0,5,0.24032824780350648,0.35,0.7837837837837838,0.38809999999999967,0.3,0.8333333333333334,0.325,35.4,3.0,,,
69,69,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,1.0,1,3.7,2,6,ルメール,55,芝1800,良,**,1:48.3,0.8,**,4-4-3,35.8-34.3,34.3,514(+8),,,ダノンザキッド,,6,0.33480113636400394,-0.25,1.0,1.4423999999999992,-0.25,1.0,-0.5,33.1,1.0,,,
70,70,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,8.0,9,45.7,8,7,横山和生,54,芝1800,良,**,1:48.6,1.1,**,7-7-8,35.8-34.3,34.2,438(-4),,,ダノンザキッド,,7,0.754466019417005,0.30000000000000004,0.7096774193548387,0.8703999999999988,0.3,0.6923076923076923,0.275,35.075,3.25,,,
71,71,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,4.0,4,13.4,4,8,Ｍ．デム,55,芝1800,良,**,1:48.7,1.2,**,2-1-1,35.8-34.3,35.5,460(0),,,ダノンザキッド,,8,0.34731729055249816,0.05,0.9473684210526315,0.7323999999999984,0.05,0.9473684210526315,0.0,34.2,1.5,,,
72,72,2020/11/23,5東京7,曇,11.0,東京スポーツ杯2歳S(G3),,10,7.0,8,164.2,9,9,大野拓弥,55,芝1800,良,**,1:49.5,2.0,**,4-4-3,35.8-34.3,35.5,460(+8),,,ダノンザキッド,,9,2.1446707953063617,0.15000000000000002,0.92,0.18559999999999377,0.15000000000000002,0.92,0.1,35.150000000000006,,,,
73,73,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,3,6,22.1,9,1,内田博幸,56.0,芝1800,不,**,1:47.7,-0.2,**,3-2-2,35.3-36.5,36.1,500(-16),,,(ソーグリッタリング),4165.1,1,-2.7843091147928956,0.419047619047619,0.6690909090909091,0.4099428571428573,0.4545454545454545,0.6438356164383562,0.4391304347826086,34.53043478260869,5.739130434782608,,,
74,74,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,1,1,9.8,5,2,藤井勘一,57.0,芝1800,不,**,1:47.9,0.2,**,6-5-4,35.3-36.5,36.0,486(+8),,,ダイワキャグニー,1618.6,2,-1.6430940779228163,0.23600000000000004,0.8233333333333334,0.46538181818181845,0.24583333333333338,0.8213058419243986,0.20800000000000002,34.428000000000004,3.12,,,
75,75,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,8,18,136.9,18,3,木幡育也,56.0,芝1800,不,**,1:47.9,0.2,**,1-1-1,35.3-36.5,36.7,478(-4),,,ダイワキャグニー,1009.3,3,-0.7020324695822364,0.8656250000000001,0.5217391304347826,-0.5084249999999986,0.7566666666666667,0.5325443786982249,0.8499999999999999,35.4,6.5,,,
76,76,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,8,16,9.3,4,4,岩田望来,54.0,芝1800,不,**,1:47.9,0.2,**,6-8-7,35.3-36.5,35.6,466(0),,,ダイワキャグニー,620.0,4,-2.2452917395104977,-0.041666666666666664,0.9552238805970149,1.2799407407407344,-0.041666666666666664,0.9552238805970149,-0.15,34.55,1.5,,,
77,77,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,6,11,17.2,8,5,武藤雅,56.0,芝1800,不,**,1:48.0,0.3,**,2-3-3,35.3-36.5,36.3,476(-2),,,ダイワキャグニー,410.0,5,-0.5920805953357025,0.2846153846153846,0.7724137931034483,0.3712523809523794,0.3083333333333333,0.762962962962963,0.30714285714285705,35.02142857142857,4.0,,,
78,78,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,2,4,4.0,1,6,レーン,56.0,芝1800,不,**,1:48.0,0.3,**,9-8-7,35.3-36.5,35.8,482(-4),,,ダイワキャグニー,,6,-2.640820617321858,0.15000000000000002,0.8674033149171271,0.9522363636363593,0.20294117647058826,0.8341232227488151,0.2833333333333333,34.96666666666667,3.5,,100.0,
79,79,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,3,5,5.0,2,7,津村明秀,56.0,芝1800,不,**,1:48.1,0.4,**,12-10-10,35.3-36.5,35.7,462(-4),,,ダイワキャグニー,,7,-0.241791170216003,-0.007142857142857141,0.9428571428571428,1.7247000000000003,0.031249999999999997,0.9294117647058824,-0.012499999999999997,34.00000000000001,1.75,,,
80,80,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,7,15,114.7,16,8,北村宏司,56.0,芝1800,不,**,1:48.3,0.6,**,18-18-14,35.3-36.5,35.6,512(+6),,,ダイワキャグニー,,8,-1.7859847836717389,0.6625000000000001,0.5563380281690141,0.4926334310850464,0.51875,0.6256684491978609,0.5944444444444446,35.08888888888889,5.888888888888889,,,
81,81,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,1,2,58.9,15,9,吉田豊,54.0,芝1800,不,**,1:49.0,1.3,**,14-16-17,35.3-36.5,36.0,432(+4),,,ダイワキャグニー,,9,-2.6204767800342395,0.5205882352941177,0.6696428571428571,1.0417176470588245,0.5149999999999999,0.6741573033707865,0.5,34.135000000000005,5.35,,100.0,
82,82,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,8,17,6.4,3,10,ルメール,57.0,芝1800,不,**,1:49.4,1.7,**,14-16-12,35.3-36.5,36.8,486(-8),,,ダイワキャグニー,,10,-2.5414124894954147,0.42083333333333334,0.6580645161290323,0.8757090909090912,0.40384615384615385,0.6764705882352942,0.3692307692307692,34.015384615384626,5.153846153846154,,,
83,83,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,2,3,29.4,11,11,戸崎圭太,57.0,芝1800,不,**,1:49.8,2.1,**,6-5-4,35.3-36.5,37.9,494(-22),,,ダイワキャグニー,,11,-2.5634196539489658,0.39230769230769236,0.6645161290322581,0.37144615384615504,0.4714285714285715,0.6176470588235294,0.46428571428571436,34.77142857142857,5.571428571428571,,100.0,
84,84,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,4,8,31.9,12,12,三浦皇成,56.0,芝1800,不,**,1:49.8,2.1,**,9-10-10,35.3-36.5,37.3,478(-4),,,ダイワキャグニー,,12,-1.4290103565541858,0.5674999999999999,0.6313559322033898,0.21554242831541215,0.4323529411764706,0.7112299465240641,0.49523809523809526,35.51904761904761,5.142857142857143,,,
85,85,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,4,7,23.5,10,13,石橋脩,54.0,芝1800,不,**,1:49.9,2.2,**,4-4-4,35.3-36.5,38.0,456(-4),,,ダイワキャグニー,,13,-3.0240166638291615,0.325,0.7567567567567568,0.8197714285714289,0.2607142857142858,0.7712765957446809,0.3,34.16,4.333333333333333,,100.0,
86,86,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,7,13,12.9,6,14,武豊,56.0,芝1800,不,**,1:50.6,2.9,**,17-15-18,35.3-36.5,37.5,526(+6),,,ダイワキャグニー,,14,-2.575814713233804,0.41875000000000007,0.7352941176470589,0.763885714285715,0.4600000000000001,0.7208121827411168,0.39375,34.52499999999999,4.375,,,
87,87,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,5,10,130.4,17,15,野中悠太,56.0,芝1800,不,**,1:50.7,3.0,**,4-5-7,35.3-36.5,38.5,482(+2),,,ダイワキャグニー,,15,-2.8708190808725313,0.5806451612903225,0.6050632911392405,-0.1310731808731802,0.48620689655172405,0.624,0.6272727272727272,35.600000000000016,6.393939393939394,,,
88,88,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,6,12,15.9,7,16,Ｍ．デム,54.0,芝1800,不,**,1:51.0,3.3,**,12-13-15,35.3-36.5,38.1,474(+2),,,ダイワキャグニー,,16,-2.883005398558636,0.41666666666666674,0.7333333333333333,0.8754400000000011,0.4928571428571429,0.6756756756756757,0.4714285714285715,34.06428571428571,5.214285714285714,,,
89,89,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,7,14,45.1,14,17,田辺裕信,56.0,芝1800,不,**,1:51.7,4.0,**,9-10-12,35.3-36.5,39.1,466(0),,,ダイワキャグニー,,17,-2.2535929023385477,0.6375,0.726890756302521,0.5128000000000006,0.32249999999999995,0.7591836734693878,0.5952380952380951,34.92857142857143,4.142857142857143,,,
90,90,2020/06/14,3東京4,曇,11,エプソムC(G3),,18,5,9,38.5,13,18,石川裕紀,56.0,芝1800,不,**,1:52.4,4.7,**,14-13-15,35.3-36.5,39.5,460(-4),,,ダイワキャグニー,,18,-1.4063724026828008,0.7583333333333333,0.6331360946745562,-0.1291636363636357,0.7818181818181817,0.6211180124223602,0.8307692307692307,35.12307692307692,6.615384615384615,,,
91,91,2020/02/16,1東京6,曇,11,共同通信杯(G3),,9,6,6,6.0,3,1,ルメール,56.0,芝1800,稍,**,1:49.6,0.0,**,4-4-3,37.6-34.3,34.1,526(+2),,,(ビターエンダー),3834.3,1,-0.34627118644099825,0.19999999999999998,0.8620689655172413,0.22180000000000177,0.05,0.8888888888888888,0.16666666666666666,36.23333333333333,2.3333333333333335,,,
92,92,2020/02/16,1東京6,曇,11,共同通信杯(G3),,9,2,2,14.1,4,2,ミナリク,56.0,芝1800,稍,**,1:49.6,0.0,**,2-1-1,37.6-34.3,34.3,460(-10),,,ダーリントンホール,1509.8,2,-1.752682709447504,0.18333333333333335,0.8387096774193549,-0.5675999999999988,0.18333333333333335,0.8387096774193549,0.09999999999999999,34.96666666666667,2.6666666666666665,,,
93,93,2020/02/16,1東京6,曇,11,共同通信杯(G3),,9,7,7,4.6,2,3,Ｍ．デム,56.0,芝1800,稍,**,1:50.3,0.7,**,2-4-5,37.6-34.3,34.6,490(+18),,,ダーリントンホール,954.9,3,-3.6396551724134016,-0.05,1.0,1.8361111111111015,-0.05,1.0,-0.1,34.4,1.0,,100.0,
94,94,2020/02/16,1東京6,曇,11.0,共同通信杯(G3),,9,8.0,8,1.5,1,4,武豊,57.0,芝1800,稍,**,1:50.3,0.7,**,6-7-7,37.6-34.3,34.3,508(-2),,,ダーリントンホール,570.0,4,-0.7944256756759884,-0.20000000000000004,1.0,0.421400000000002,-0.20000000000000004,1.0,-0.4000000000000001,34.43333333333333,1.0,,,
95,95,2020/02/16,1東京6,曇,11,共同通信杯(G3),,9,3,3,14.6,5,5,丸山元気,56.0,芝1800,稍,**,1:50.4,0.8,**,1-2-3,37.6-34.3,34.9,528(+12),,,ダーリントンホール,380.0,5,-1.0074211118386691,0.05000000000000001,0.967741935483871,1.0970666666666655,0.05000000000000001,0.967741935483871,0.03333333333333333,34.333333333333336,1.3333333333333333,,,
96,96,2020/02/16,1東京6,曇,11,共同通信杯(G3),,9,4,4,32.5,7,6,柴田善臣,56.0,芝1800,稍,**,1:50.4,0.8,**,6-4-5,37.6-34.3,34.6,474(+6),,,ダーリントンホール,,6,-0.5223012447640716,0.06,0.9041095890410958,0.30855999999999995,0.06,0.9041095890410958,0.06,34.56,2.4,,,70.8
97,97,2020/02/16,1東京6,曇,11,共同通信杯(G3),,9,8,9,217.5,8,8,木幡巧也,56.0,芝1800,稍,**,1:51.5,1.9,**,6-9-7,37.6-34.3,35.4,456(-4),,,ダーリントンホール,,8,-2.031614364859145,1.075,0.5111111111111111,-0.15344000000000052,0.8400000000000001,0.6451612903225806,0.82,35.14,5.4,,,
98,98,2020/02/16,1東京6,曇,11,共同通信杯(G3),,9,5,5,258.1,9.0,9,幸英明,56.0,芝1800,稍,**,1:52.0,2.4,**,9-7-7,37.6-34.3,36.0,452(-2),,,ダーリントンホール,,9,-2.060427408412295,1.55,0.3333333333333333,-2.4732000000000056,0.5,0.6,0.8111111111111113,39.055555555555564,,,,
99,99,2019/11/16,5東京5,晴,11,東京スポーツ杯2歳S(G3),,8,6,6,2.5,1,1,ムーア,55,芝1800,良,**,1:44.5,-0.8,**,5-5-5,35.3-33.9,33.1,456(0),,,(アルジャンナ),3330.1,1,0.30557432432401005,-0.2,1.0,1.1784000000000034,-0.2,1.0,-0.4,33.5,1.0,,100.0,
100,100,2019/11/16,5東京5,晴,11,東京スポーツ杯2歳S(G3),,8,5,5,3.0,2,2,川田将雅,55,芝1800,良,**,1:45.3,0.8,**,6-7-7,35.3-33.9,33.6,458(-2),,,コントレイル,1308.6,2,1.4589165186500563,-0.1,1.0,2.0884,-0.1,1.0,-0.2,33.6,,,100.0,
101,101,2019/11/16,5東京5,晴,11,東京スポーツ杯2歳S(G3),,8,1,1,4.6,3,3,ビュイッ,55,芝1800,良,**,1:46.0,1.5,**,2-3-2,35.3-33.9,34.9,460(+4),,,コントレイル,834.3,3,-1.031938844086037,-0.125,1.0,0.40222222222219983,-0.125,1.0,-0.25,34.55,1.0,,100.0,
102,102,2019/11/16,5東京5,晴,11,東京スポーツ杯2歳S(G3),,8,3,3,11.0,4,4,ルメール,54,芝1800,良,**,1:46.2,1.7,**,8-8-8,35.3-33.9,34.3,446(-2),,,コントレイル,500.0,4,-1.1268191281696773,-0.025,0.9615384615384616,0.26060000000000016,0.11666666666666668,0.868421052631579,0.10000000000000002,34.666666666666664,2.6666666666666665,,,
103,103,2019/11/16,5東京5,晴,11,東京スポーツ杯2歳S(G3),,8,2,2,12.5,5,5,マーフィ,55,芝1800,良,**,1:46.6,2.1,**,6-5-5,35.3-33.9,35.2,470(+2),,,コントレイル,330.0,5,0.8348011363640038,0.0,1.0,1.5424000000000007,0.0,1.0,0.0,33.0,1.0,,,
104,104,2019/11/16,5東京5,晴,11,東京スポーツ杯2歳S(G3),,8,8,8,26.1,7,6,津村明秀,55,芝1800,良,**,1:46.9,2.4,**,1-1-1,35.3-33.9,36.3,450(+6),,,コントレイル,,6,,0.19999999999999998,0.6875,,0.19999999999999998,0.6875,0.09999999999999998,34.9,3.5,,,
105,105,2019/11/16,5東京5,晴,11,東京スポーツ杯2歳S(G3),,8,7,7,71.6,8,8,石橋脩,55,芝1800,良,**,1:47.4,2.9,**,2-2-2,35.3-33.9,36.3,456(0),,,コントレイル,,8,2.2296515689415037,0.3666666666666667,0.6956521739130435,0.6476000000000042,0.3666666666666667,0.6956521739130435,0.3666666666666667,35.03333333333333,,,,
106,106,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,6,9,8.6,5,1,ルメール,56,芝1800,稍,**,1:49.1,-0.1,**,2-2-2,38.4-32.9,32.7,486(0),,,(サラキア),4149.7,1,-2.3916663743054603,0.3333333333333333,0.6825396825396826,1.196628571428572,0.31428571428571433,0.7272727272727273,0.25714285714285723,33.94285714285714,4.0,,,
107,107,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,4,6,14.3,7,2,丸山元気,54,芝1800,稍,**,1:49.2,0.1,**,1-1-1,38.4-32.9,33.0,448(+6),,,レイエンダ,1614.2,2,-3.125072975948092,0.2611111111111111,0.7739130434782608,0.8627111111111121,0.2611111111111111,0.7739130434782608,0.21111111111111108,34.03333333333333,3.888888888888889,,100.0,
108,108,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,3,4,3.8,1,3,浜中俊,57,芝1800,稍,**,1:49.4,0.3,**,4-5-5,38.4-32.9,32.8,484(-4),,,レイエンダ,1007.1,3,-1.2013556532058356,0.2263157894736842,0.8104265402843602,0.48477777777777814,0.23888888888888887,0.806930693069307,0.18947368421052632,34.46315789473684,3.1052631578947367,,,
109,109,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,1,1,79.4,12,4,吉田豊,56,芝1800,稍,**,1:49.6,0.5,**,9-10-11,38.4-32.9,32.7,458(0),,,レイエンダ,620.0,4,-2.136717437598759,0.630357142857143,0.5681233933161953,0.6638685185185214,0.6261363636363636,0.5634517766497462,0.6659999999999999,34.937999999999995,6.96,,,
110,110,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,7,12,21.4,9,5,戸崎圭太,56.0,芝1800,稍,**,1:49.6,0.5,**,9-12-5,38.4-32.9,33.0,460(+6),,,レイエンダ,410.0,5,-2.7006200736645214,0.25555555555555554,0.76,1.7708162162162182,0.35833333333333334,0.7071428571428572,0.5285714285714285,34.93571428571429,4.928571428571429,,,
111,111,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,5,7,5.5,3,6,レーン,56.0,芝1800,稍,**,1:49.7,0.6,**,7-6-5,38.4-32.9,33.1,514(0),,,レイエンダ,,6,-2.1697747498594433,0.1333333333333334,0.8205128205128205,1.0507499999999999,0.2894736842105264,0.746606334841629,0.25454545454545463,34.28636363636363,3.6818181818181817,,100.0,
112,112,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,8,13,11.8,6,7,柴田大知,56,芝1800,稍,**,1:49.8,0.7,**,6-6-8,38.4-32.9,33.1,502(0),,,レイエンダ,,7,-1.127560914671825,0.49736842105263146,0.6666666666666666,0.09508888888888875,0.38055555555555554,0.7046413502109705,0.6299999999999999,35.31499999999998,5.85,,,
113,113,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,3,3,117.6,13,8,中谷雄太,56,芝1800,稍,**,1:49.9,0.8,**,4-3-3,38.4-32.9,33.4,460(-4),,,レイエンダ,,8,-2.2437925850153597,0.37586206896551727,0.7227138643067846,0.9676146853146853,0.3821428571428572,0.7160493827160493,0.3655172413793104,34.04827586206896,4.241379310344827,,,
114,114,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,7,11,21.1,8,9,武藤雅,56,芝1800,稍,**,1:50.0,0.9,**,7-8-8,38.4-32.9,33.2,514(0),,,レイエンダ,,9,-2.6867919989307936,0.14500000000000002,0.828125,,0.30588235294117655,0.7819905213270142,0.39545454545454545,35.47272727272727,4.181818181818182,,,
115,115,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,5,8,4.0,2,10,横山典弘,56.0,芝1800,稍,**,1:50.1,1.0,**,11-10-11,38.4-32.9,33.2,480(-2),,,レイエンダ,,10,-2.1160157137076694,0.44999999999999996,0.7088607594936709,1.4836000000000027,0.2863636363636364,0.7916666666666666,0.3923076923076923,35.03846153846154,4.615384615384615,,,
116,116,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,2,2,56.8,11.0,11.0,大野拓弥,56.0,芝1800,稍,**,1:50.3,1.2,**,11-8-8,38.4-32.9,33.6,466(-2),,,レイエンダ,,11.0,-2.710248042347455,0.3846153846153845,0.6985074626865672,1.0362855072463752,0.4799999999999999,0.6746268656716418,0.4428571428571429,34.146428571428565,5.178571428571429,,,
117,117,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,8,14,8.0,4,12,三浦皇成,56,芝1800,稍,**,1:50.3,1.2,**,3-3-3,38.4-32.9,33.8,488(+8),,,レイエンダ,,12,-2.6348980430053475,0.1964285714285714,0.75177304964539,0.4808891986062725,0.2694444444444445,0.7292817679558011,0.25,34.516666666666666,3.7222222222222223,,,
